($million),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period,ABN,Institution Name, Cash and deposits with financial institutions , Trading securities , Investment securities , Net acceptances of customers , Total residents assets , Total securitised assets on balance sheet , Loans to non-financial businesses , Loans to financial institutions , Loans to general government , Loans to households: Housing: Owner-occupied , Loans to households: Housing: Investment , Loans to households: Credit cards , Loans to households: Other , Loans to community service organisations , Total residents loans and finance leases , Intra-group loans and finance leases , Acceptances , Intra-group deposits , Negotiable Certificates of Deposit , Total short-term borrowings , Total long-term borrowings , Deposits by non-financial businesses , Deposits by financial institutions , Deposits by general government , Deposits by households , Deposits by community service organisations , Total residents deposits ,,
31/03/2020,24125167553,China Construction Bank Corporation,190,0,"1,722",0,"7,109",0,"4,554",851,0,0,0,0,0,0,"5,405",0,0,0,619,"7,594","1,484",616,474,21,18,0,"1,129",,
31/03/2020,69322403457,"China Everbright Bank Co., Ltd",2,0,905,0,"1,853",0,886,87,0,0,0,0,0,0,973,0,0,0,85,811,0,31,0,0,0,0,31,,
31/03/2020,96609857383,"China Merchants Bank Co., Ltd",8,0,634,0,969,0,201,96,0,0,0,0,0,0,297,0,0,0,100,505,0,4,0,0,2,0,6,,
31/03/2020,34072814058,"Citibank, N.A.","9,757",0,"5,865",2,"34,326",0,"4,464","1,874",0,0,0,0,0,0,"6,338",299,2,"2,275",0,1,745,"7,042","8,159",12,0,0,"15,213",,
31/03/2020,88004325080,Citigroup Pty Limited,376,0,"1,316",0,"21,332","2,785",628,3,0,"4,329","2,620","4,578","1,318",1,"13,477",7,0,"3,099",0,0,"1,226","1,536",238,0,"5,809",60,"7,643",,
31/03/2020,88087649910,Coastline Credit Union Limited,44,0,63,0,601,0,44,2,0,330,86,2,26,0,490,,0,,,0,0,47,97,7,388,17,555,,
31/03/2020,48123123124,Commonwealth Bank of Australia,"17,897","24,919","62,581",29,"978,465","178,837","134,918","14,150","21,872","292,291","156,808","9,726","16,194",944,"646,903","55,349",29,"2,981","30,918","53,549","126,218","124,802","102,558","30,627","269,183","5,591","532,761",,
31/03/2020,80087649938,Community First Credit Union Limited,104,0,141,0,"1,114",0,4,0,0,595,180,25,51,0,855,,0,,,0,0,101,47,0,852,9,"1,009",,
31/03/2020,70003917655,Cooperatieve Rabobank U.A.,142,0,527,0,"15,201",0,"5,214",0,0,0,0,0,0,120,"5,334",0,0,29,"1,139","3,152","4,717",222,419,0,0,0,641,,
31/03/2020,17061700712,Credit Suisse AG,282,0,"1,101",0,"7,839",0,"3,434",526,0,118,57,0,910,10,"5,055",195,0,102,13,"8,555","1,754","1,808",292,0,292,0,"2,392",,
31/03/2020,44087650959,Credit Union Australia Ltd,526,0,"1,813",0,"18,209","4,110",100,0,0,"10,440","2,611",35,451,0,"13,637",,0,,,314,860,407,"1,261",175,"9,733",2,"11,578",,
31/03/2020,36087651232,Credit Union SA Ltd,43,0,139,0,"1,162",123,5,0,0,764,169,11,24,0,973,,0,,,0,0,57,38,0,930,15,"1,040",,
31/03/2020,95087822455,Cuscal Limited,"1,072",0,"1,190",0,"2,397",0,1,1,0,0,0,0,0,0,1,,0,,,102,0,105,"1,606",0,0,0,"1,711",,
31/03/2020,46601105373,DBS Bank Ltd,437,0,"1,982",0,"8,302",0,"5,635",150,0,0,0,0,0,0,"5,785",0,0,0,"2,380","2,745","1,400",176,281,0,0,0,456,,
31/03/2020,57087651385,Defence Bank Limited,88,0,321,0,"3,109",730,1,0,0,"1,854",257,11,127,0,"2,250",0,0,0,233,233,2,235,180,13,"1,464",42,"1,934",,
31/03/2020,13064165162,Deutsche Bank Aktiengesellschaft,948,"1,015","4,766",0,"15,211",0,"1,154","1,377",0,0,0,0,0,0,"2,531","2,837",0,"1,417",409,409,552,21,6,0,0,0,27,,
31/03/2020,60606234879,"E.SUN Commercial Bank, Ltd.",4,0,736,0,"1,805",0,942,103,0,0,0,0,0,0,"1,045",0,0,0,149,520,0,27,0,0,22,0,49,,
31/03/2020,15126292608,First Commercial Bank,73,0,251,0,"2,194",0,"1,841",32,0,0,0,0,0,0,"1,874",0,0,0,340,"1,014",0,144,0,0,6,0,150,,
31/03/2020,95087650735,First Option Bank Ltd,36,0,21,0,235,0,4,0,0,126,41,2,5,0,178,,0,,,0,0,31,0,0,186,0,217,,
31/03/2020,72087650637,G&C Mutual Bank Limited,134,94,183,0,"1,377",192,83,0,0,436,185,6,56,0,767,0,0,0,118,118,0,57,98,5,687,5,853,,
31/03/2020,47087650093,Gateway Bank Ltd,45,0,114,0,"1,270",344,19,30,0,580,206,0,77,0,912,0,0,0,0,0,0,19,182,0,591,3,795,,
31/03/2020,87087651509,Goulburn Murray Credit Union Co-operative Limited,43,0,85,0,428,0,24,3,0,212,48,0,5,2,293,,0,,,0,0,43,9,6,303,14,374,,
31/03/2020,88087651956,Greater Bank Limited,71,0,"1,248",0,"8,062","1,159",111,0,0,"4,394","1,223",26,145,0,"5,899",0,0,3,400,378,20,425,305,24,"4,944",75,"5,773",,
31/03/2020,32087652024,Heritage Bank Limited,205,0,"1,573",0,"11,629","1,820",234,45,0,"5,570","1,697",76,143,0,"7,765",795,0,0,296,456,650,"1,240",601,24,"5,744",71,"7,679",,
31/03/2020,66087650173,Horizon Credit Union Ltd,21,0,52,0,405,0,13,0,0,234,68,2,10,0,327,,0,,,1,0,40,0,0,325,10,374,,
31/03/2020,48006434162,HSBC Bank Australia Limited,"2,337",0,"12,587",21,"48,712","9,173","3,521",81,0,"14,952","6,336",789,47,0,"25,726",0,21,92,0,0,44,"9,496","4,175",38,"13,002",155,"26,865",,
31/03/2020,54138221637,"Hua Nan Commercial Bank, Ltd.",49,50,124,0,"1,027",0,713,85,0,0,0,0,0,0,798,0,0,0,125,262,0,3,0,0,0,0,3,,
31/03/2020,85051868556,Hume Bank Limited,155,0,188,0,"1,459",164,65,8,1,630,211,7,18,1,939,0,0,0,0,0,0,174,71,12,863,76,"1,196",,
31/03/2020,68087650182,Hunter United Employees' Credit Union Limited,14,0,42,0,336,0,0,0,0,230,36,2,6,0,275,,0,,,0,0,20,46,5,232,5,308,,
31/03/2020,14087650771,Illawarra Credit Union Limited,51,0,68,0,625,0,9,1,0,365,114,0,7,0,495,,0,,,0,0,64,24,0,486,0,574,,
31/03/2020,92087651974,IMB Ltd,210,0,877,0,"7,863","1,761",255,18,0,"3,398","1,071",0,377,0,"5,119",1,0,4,336,335,70,407,826,265,"3,578",109,"5,185",,
31/03/2020,97087822464,Indue Ltd,389,0,59,0,504,0,4,0,0,0,0,0,0,0,4,,0,,,0,0,112,302,0,0,20,434,,
31/03/2020,57086866506,Industrial and Commercial Bank of China Limited,281,"2,629","1,665",0,"12,835",0,"8,930",726,0,0,0,0,0,0,"9,655",0,0,0,339,"10,045","3,955","3,165",51,0,18,0,"3,234",,
31/03/2020,24000893292,ING Bank (Australia) Limited,"1,056",0,"4,870",0,"80,791","13,382","11,041",347,0,"42,189","9,176",58,280,0,"63,091","3,379",0,"12,488",761,292,"2,246","3,182","5,239",856,"36,370",79,"45,726",,
31/03/2020,32080178196,ING Bank N.V.,1,0,476,0,"11,953",0,0,0,0,0,0,0,0,0,0,"10,763",0,698,"2,338","1,706",629,0,0,0,0,0,0,,
31/03/2020,93629184710,Investec Bank plc,27,0,0,0,724,0,356,262,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,,
31/03/2020,43074112011,"JPMorgan Chase Bank, National Association","14,067",0,"5,819",13,"37,645",0,"2,657","1,707",0,0,0,0,0,0,"4,364",729,13,"2,406",0,0,0,"2,236","24,547",3,0,25,"26,811",,
31/03/2020,11615995581,Judo Bank Pty Ltd,124,20,388,0,"2,020",210,"1,321",0,0,52,43,0,0,0,"1,415",0,0,0,0,0,14,56,520,48,692,25,"1,341",,
31/03/2020,96164085563,KEB HANA Bank,2,0,98,0,745,0,649,0,0,9,5,0,0,1,665,0,0,0,338,338,0,161,0,0,1,2,164,,
31/03/2020,25044678441,Lutheran Laypeople's League of Australia Limited,581,0,554,0,"1,437",0,291,0,0,0,0,0,0,0,291,0,0,0,0,0,0,482,45,0,582,167,"1,276",,
31/03/2020,83087650244,Macarthur Credit Union Ltd,85,0,1,0,271,0,0,0,0,144,30,0,8,0,181,,0,,,0,0,44,0,0,199,0,243,,
31/03/2020,46008583542,Macquarie Bank Limited,"2,477","4,445","6,549",0,"133,396","32,671","7,876","2,725",50,"26,908","20,644",542,750,0,"59,493","15,580",0,"14,919",601,"7,451","29,779","23,014","30,676","2,100","13,320","1,034","70,145",,
31/03/2020,94087651983,Maitland Mutual Limited,72,0,115,0,800,0,83,0,0,360,147,1,3,1,596,0,0,0,0,0,4,159,149,25,379,26,739,,
31/03/2020,27079372688,"Mega International Commercial Bank Co., Ltd.",30,284,290,0,"3,264",0,"2,601",91,0,7,11,0,0,0,"2,710",0,0,0,732,764,0,185,3,0,21,0,210,,
31/03/2020,83087651054,Members Banking Group Limited,68,0,287,0,"2,826",478,6,0,0,"1,592",305,0,53,0,"1,956",0,0,12,153,152,175,62,83,0,"1,638",3,"1,785",,
31/03/2020,56070887679,Members Equity Bank Limited,388,0,"2,710",0,"24,706","6,002",0,0,0,"11,223","3,679",157,135,0,"15,195",137,0,0,"2,197","2,206","1,150","3,484","5,192","1,137","8,757",694,"19,263",,
31/03/2020,83099031106,"Mizuho Bank, Ltd.","1,773",0,"1,520",378,"22,170",0,"13,128","4,314",0,0,0,0,0,0,"17,442",426,378,108,"6,663","6,747","2,500","4,310",575,0,0,0,"4,884",,
31/03/2020,75103418882,"MUFG Bank, Ltd.","1,554",0,"3,506",217,"30,449",0,"16,672","6,363",64,0,0,0,0,0,"23,099",0,217,50,"10,094","7,405","4,895","10,363","6,085",561,0,0,"17,009",,
31/03/2020,54087651750,MyLifeMyFinance Limited,7,46,0,0,167,0,0,0,0,95,17,0,2,0,113,,0,,,0,0,6,10,1,125,0,143,,
31/03/2020,89067729195,MyState Bank Limited,134,0,517,0,"5,230",661,70,60,0,"2,754",765,0,77,0,"3,726",0,0,0,406,406,35,551,262,0,"2,950",0,"3,763",,
31/03/2020,12004044937,National Australia Bank Limited,"15,737","56,175","29,689",0,"748,891","106,450","174,949","21,826","1,991","152,867","108,799","4,781","16,257",695,"482,165","34,946",0,"5,368","29,732","55,922","131,722","118,955","85,449","13,542","134,709","7,332","359,987",,
31/03/2020,96087651992,Newcastle Permanent Building Society Limited,181,0,"1,619",0,"12,292","1,434",78,0,0,"6,215","2,072",30,550,1,"8,945",,0,,,231,999,615,673,130,"7,016",83,"8,516",,
31/03/2020,36087650422,Northern Inland Credit Union Limited,35,0,30,0,328,0,10,0,0,188,44,2,11,0,255,,0,,,0,0,43,0,0,243,2,288,,
31/03/2020,34087650477,Orange Credit Union Limited,55,0,15,0,219,0,1,0,0,130,4,0,12,0,147,,0,,,0,0,5,1,2,175,6,189,,
31/03/2020,94073598035,Oversea-Chinese Banking Corporation Limited,21,0,"3,470",0,"12,170",0,"8,415",0,0,0,0,0,0,0,"8,415",0,0,0,"2,952","3,181","2,799",265,275,350,0,0,889,,
31/03/2020,93111195389,PayPal Australia Pty Limited,"1,502",0,0,0,"1,743",0,0,0,0,0,0,0,0,0,0,,0,,,0,0,453,30,1,182,27,692,,
31/03/2020,69087651876,Police & Nurses Limited,173,0,686,0,"7,329","1,540",210,123,0,"3,450","1,212",48,54,2,"5,098",22,0,1,387,387,0,391,365,48,"3,843",117,"4,763",,
31/03/2020,95087650799,Police Bank Ltd,91,0,271,0,"2,090",176,1,0,0,"1,295",247,19,99,0,"1,661",0,0,0,98,78,20,114,0,0,"1,616",28,"1,758",,
31/03/2020,30087651205,Police Credit Union Limited,51,0,115,0,"1,141",0,122,0,0,561,214,5,62,0,964,,0,,,5,0,72,44,67,840,14,"1,036",,
31/03/2020,33087651661,Police Financial Services Limited,77,0,425,0,"2,220",269,0,4,0,"1,355",310,15,34,0,"1,718",0,0,0,0,29,0,23,169,67,"1,709",0,"1,969",,
31/03/2020,79087651036,QPCU Limited,32,0,97,0,918,76,0,0,0,513,144,9,29,0,695,0,0,0,52,52,50,115,34,20,478,0,647,,
31/03/2020,53087650557,Qudos Mutual Ltd,208,0,589,0,"4,973",763,0,0,0,"2,355","1,005",23,22,0,"3,405",0,0,0,129,129,0,259,308,0,"3,093",10,"3,669",,
31/03/2020,77087651027,Queensland Country Credit Union Limited,133,0,218,0,"2,464",215,61,0,0,"1,297",386,15,114,1,"1,872",,0,,,1,0,318,153,60,"1,459",55,"2,045",,
31/03/2020,50001621129,Rabobank Australia Limited,239,0,"2,069",0,"18,224",0,"16,127",47,0,111,193,0,2,0,"16,480",0,0,"3,965",0,0,0,"3,164","3,826",265,"4,486",135,"11,877",,
31/03/2020,91087651090,Railways Credit Union Limited,40,0,104,0,643,0,1,0,0,356,97,0,40,0,494,,0,,,0,0,8,30,0,526,8,572,,
31/03/2020,21087650360,Regional Australia Bank Ltd,93,0,240,0,"2,249",210,181,0,0,"1,280",306,11,87,0,"1,865",0,0,0,0,0,0,404,98,8,"1,516",17,"2,042",,
31/03/2020,86076940880,Royal Bank of Canada,116,"2,438","2,978",0,"11,691",0,"3,178","1,245",0,0,0,0,0,0,"4,424",6,0,"2,493","2,819","3,444","2,433",275,"2,273",0,0,0,"2,549",,
31/03/2020,95607620440,"Shinhan Bank Co., Ltd",34,0,119,0,605,0,400,32,0,0,0,0,0,0,432,0,0,0,205,105,100,22,0,0,0,0,22,,
31/03/2020,71092516286,Societe Generale,2,0,150,0,615,0,470,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,,
31/03/2020,82087650682,Southern Cross Credit Union Ltd,20,0,80,0,597,0,43,0,0,330,115,0,9,0,497,,0,,,0,0,60,49,0,406,18,533,,
31/03/2020,35845772731,Standard Chartered Bank,86,0,0,0,"1,012",0,592,254,0,0,0,0,0,0,846,0,0,0,0,0,0,20,0,0,0,0,20,,
31/03/2020,95082610008,State Bank of India,43,0,56,0,"2,566",0,"1,618",0,0,0,0,0,0,0,"1,618",0,0,0,0,298,805,34,13,0,3,0,50,,
31/03/2020,70062819630,State Street Bank and Trust Company,"4,023",0,"3,672",0,"12,198",0,0,268,0,0,0,0,0,0,268,0,0,497,0,0,0,0,"8,379",1,0,0,"8,380",,
31/03/2020,98114053459,Sumitomo Mitsui Banking Corporation,289,0,"3,571",0,"29,423",0,"18,869","4,355",0,0,0,0,0,0,"23,224",317,0,0,"5,018","6,909","4,044","2,925","3,854",0,0,0,"6,779",,
31/03/2020,23087650806,Summerland Financial Services Limited,32,0,98,0,783,0,40,0,0,420,152,2,22,0,635,,0,,,45,2,90,26,2,525,23,665,,
31/03/2020,66010831722,Suncorp-Metway Limited,696,"1,324","4,252",0,"78,775","14,980","12,066",109,0,"30,627","12,624",3,"2,344",3,"57,775",510,0,671,"3,823","6,579","10,139","6,847","5,238","2,209","24,430",281,"39,005",,
31/03/2020,30165085638,"Taishin International Bank Co., Ltd",25,0,380,0,965,0,495,62,0,0,0,0,0,0,558,0,0,0,0,81,0,3,0,0,0,0,3,,
31/03/2020,36078577250,"Taiwan Business Bank, Ltd",68,0,199,0,"1,597",0,"1,250",41,0,5,22,0,12,0,"1,330",0,0,0,306,386,0,21,0,0,5,0,26,,
31/03/2020,96139482634,"Taiwan Cooperative Bank, Ltd",44,0,316,0,"1,154",0,719,57,0,0,0,0,0,0,776,0,0,0,163,374,0,33,0,0,11,0,44,,
31/03/2020,30087650459,Teachers Mutual Bank Limited,153,0,"1,305",0,"7,986",962,0,0,0,"4,915","1,309",64,144,0,"6,432",0,0,0,204,203,420,88,368,38,"6,201",14,"6,708",,
31/03/2020,84084066419,The Bank of New York Mellon,20,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,4,,
31/03/2020,34133513827,The Bank of Nova Scotia,1,0,621,0,"4,507",0,"3,326",39,0,0,0,0,0,0,"3,364",0,0,0,"1,740","1,740","2,750",319,480,0,0,0,799,,
31/03/2020,54087650940,The Capricornian Ltd,13,0,40,0,351,0,12,0,0,214,53,0,16,0,295,,0,,,0,0,9,29,11,271,2,321,,
31/03/2020,65117925970,The Hongkong and Shanghai Banking Corporation Limited,63,0,"4,053",0,"26,710",0,"12,762","1,096",206,0,0,0,0,0,"14,064","2,198",0,0,"1,592","1,592","3,499",0,617,0,0,0,617,,
31/03/2020,62126279918,The Northern Trust Company,"7,314",0,"2,198",0,"10,138",0,0,14,23,0,0,0,0,0,37,0,0,0,0,0,0,0,"12,723","6,314",0,11,"19,048",,
31/03/2020,49103575042,Tyro Payments Limited,102,0,73,0,258,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,34,0,0,0,0,35,,
31/03/2020,47088129613,UBS AG,"2,790","5,556","1,041",0,"22,268",0,414,"4,676",0,0,0,0,0,0,"5,091",440,0,"1,126",20,20,"3,269",11,"3,441",16,0,0,"3,468",,
31/03/2020,17135448047,Union Bank of India,37,0,77,0,367,0,87,0,0,0,0,0,0,0,87,193,0,0,0,0,0,0,28,0,1,0,29,,
31/03/2020,56060785284,United Overseas Bank Limited,39,0,"5,763",0,"15,199",0,"6,235","1,077",0,0,0,0,0,0,"7,312",225,0,"1,391","4,207","4,398","1,400",44,924,0,2,0,970,,
31/03/2020,11087650315,Unity Bank Limited,111,0,126,0,"1,461",175,28,7,1,697,206,7,66,9,"1,021",0,0,0,0,0,0,95,241,13,732,67,"1,147",,
31/03/2020,44087651769,Victoria Teachers Limited,155,0,321,0,"3,239",489,5,5,0,"1,720",392,17,66,0,"2,205",4,0,0,0,0,0,129,110,2,"2,230",11,"2,482",,
31/03/2020,67622375722,volt bank limited,4,0,53,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,,
31/03/2020,98087651116,Warwick Credit Union Ltd,47,0,0,0,339,0,46,1,0,188,48,0,5,1,288,,0,,,0,0,73,14,4,190,29,310,,
31/03/2020,48087651787,WAW Credit Union Co-Operative Limited,19,0,79,0,534,0,31,2,1,310,80,0,3,0,425,,0,,,0,0,53,32,29,364,17,495,,
31/03/2020,33007457141,Westpac Banking Corporation,"23,698","8,736","89,017",0,"889,830","131,649","132,352","25,925",597,"228,268","179,803","8,180","24,213",209,"599,546","43,436",0,"12,602","21,097","44,678","155,845","126,209","90,478","15,574","217,457","2,892","452,611",,
31/03/2020,94150148299,Woori Bank,98,0,48,0,815,0,583,0,0,0,0,0,0,1,584,0,0,0,0,91,202,69,30,0,0,2,101,,
31/03/2020,99618937054,Xinja Bank Limited,193,0,294,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,472,,
29/02/2020,13621804813,86 400 Ltd,17,0,179,0,207,0,0,0,0,8,1,0,0,0,9,1,0,9,0,0,0,0,0,0,177,0,177,,
29/02/2020,70744009137,ABN AMRO Bank N.V.,4,0,25,0,360,0,341,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,,
29/02/2020,48848300367,Agricultural Bank of China Limited,24,0,"4,330",0,"6,018",0,"1,754","1,445",0,0,0,0,0,0,"3,199",0,0,0,"1,391","5,492","1,000","1,074",0,0,0,0,"1,074",,
29/02/2020,15081596009,AMP Bank Limited,592,0,"1,999",0,"26,858","7,486",921,817,0,"13,102","5,147",0,732,0,"20,719",0,0,"5,889",272,270,"2,142","2,402","1,869",179,"4,164",55,"8,669",,
29/02/2020,37002950745,Arab Bank Australia Limited,25,0,255,0,"1,005",40,273,0,0,173,180,0,48,4,678,0,0,0,1,1,0,213,185,2,369,3,772,,
29/02/2020,11005357522,Australia and New Zealand Banking Group Limited,"13,702","26,332","40,733",42,"596,167","76,612","113,912","18,057","1,123","160,578","85,477","6,741","13,638",889,"400,414","20,739",49,455,"34,481","52,226","95,126","102,681","50,552","5,476","124,211","4,474","287,394",,
29/02/2020,11087651125,Australian Central Credit Union Ltd,154,0,821,0,"9,851","2,525",39,0,0,"5,981","1,351",47,428,0,"7,847",,0,,,65,0,529,204,1,"5,644",13,"6,390",,
29/02/2020,48087649741,Australian Military Bank Ltd,42,0,194,0,"1,616",170,0,0,0,962,153,17,67,0,"1,199",0,0,0,37,67,0,118,308,90,587,164,"1,267",,
29/02/2020,93087650726,Australian Mutual Bank Ltd,155,0,242,0,"1,830",206,11,0,0,851,272,10,47,1,"1,192",0,0,0,0,0,0,59,43,0,"1,253",70,"1,425",,
29/02/2020,14087822491,Australian Settlements Limited,243,0,121,0,378,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,1,357,0,0,0,359,,
29/02/2020,30087652079,Australian Unity Bank Limited,17,0,137,0,"1,041",0,26,107,0,495,256,5,5,0,894,0,0,0,0,0,0,0,128,79,728,6,941,,
29/02/2020,40087652060,Auswide Bank Ltd,108,0,268,0,"3,971",728,137,0,0,"1,991",874,1,21,1,"3,024",0,0,0,318,348,124,504,173,304,"1,461",24,"2,466",,
29/02/2020,32087652088,B&E Ltd,50,0,96,0,"1,351",135,27,0,0,682,169,4,23,0,905,135,0,0,0,0,0,60,166,20,732,10,988,,
29/02/2020,21087651607,Bank Australia Limited,140,0,"1,136",0,"7,762","1,026",267,29,0,"4,109",781,16,188,82,"5,471",0,0,4,87,87,379,350,169,36,"4,952",183,"5,690",,
29/02/2020,51064874531,"Bank of America, National Association",387,"1,463","2,066",0,"16,754",0,"4,116","5,648",0,0,0,0,0,0,"9,764",0,0,523,0,70,0,"2,327","1,135",0,0,1,"3,463",,
29/02/2020,48125314249,Bank of Baroda,82,0,0,0,366,0,284,0,0,0,0,0,0,0,284,0,0,0,0,0,0,13,44,0,11,0,69,,
29/02/2020,28110077622,Bank of China (Australia) Limited,54,0,352,0,"3,342",0,102,270,0,"2,160",385,1,0,0,"2,918",6,0,0,0,20,0,31,6,0,"1,969",0,"2,005",,
29/02/2020,29002979955,Bank of China Limited,34,0,"3,525",0,"26,139",0,"17,996","1,531",100,0,0,0,0,0,"19,627",461,0,5,"2,840","9,459","3,729","10,787",640,76,0,25,"11,528",,
29/02/2020,74137909963,"Bank of Communications Co., Ltd.",131,0,"2,874",0,"5,501",0,"2,489",781,0,0,0,0,0,0,"3,270",0,0,0,272,"3,933","1,515",105,0,0,0,0,105,,
29/02/2020,32009656740,Bank of Queensland Limited,994,"1,197","3,858",0,"61,645","10,873","11,275","1,222",0,"16,618","11,634",74,600,12,"41,434","6,840",0,47,"3,859","4,000","7,266","10,548","5,945","1,652","14,775","1,004","33,923",,
29/02/2020,44093488629,Bank of Sydney Ltd,171,0,443,0,"3,781",954,692,30,0,"1,039",323,1,1,31,"2,116",0,0,0,0,0,0,690,325,52,"1,294",73,"2,433",,
29/02/2020,71608940718,Bank of Taiwan,0,0,204,0,475,0,210,60,0,0,0,0,0,0,270,0,0,0,0,47,0,14,0,0,0,0,14,,
29/02/2020,11068049178,Bendigo and Adelaide Bank Limited,842,"6,782",74,0,"83,618","10,348","14,457",884,9,"29,257","14,133",321,"2,582",22,"61,663","2,881",0,26,"6,063","6,052","4,871","17,595","3,227","2,279","29,980",224,"53,305",,
29/02/2020,15087651143,Beyond Bank Australia Limited,126,0,818,0,"7,212","1,765",177,71,0,"3,742",891,17,592,3,"5,494",0,0,0,0,66,0,507,164,15,"3,930",130,"4,746",,
29/02/2020,63087651849,BNK Banking Corporation Limited,20,0,43,0,423,0,22,13,0,136,117,0,2,0,289,,0,,,0,0,92,37,0,159,26,315,,
29/02/2020,23000000117,BNP Paribas,645,-214,"1,606",0,"9,046",0,"5,112",295,0,0,0,0,0,0,"5,407",29,0,162,"2,312","3,143",650,"4,457",705,216,0,0,"5,377",,
29/02/2020,87149440291,BNP Paribas Securities Services,123,0,"1,120",0,"5,105",0,0,641,0,0,0,0,0,0,641,"2,631",0,25,0,0,0,2,"6,976",0,0,2,"6,980",,
29/02/2020,33608235847,Canadian Imperial Bank of Commerce,11,0,379,0,"3,683",0,"3,302",0,0,0,0,0,0,0,"3,302",0,0,0,154,704,"1,625",0,0,0,0,0,0,,
29/02/2020,24125167553,China Construction Bank Corporation,399,0,"1,778",0,"6,907",0,"4,173",974,0,0,0,0,0,0,"5,147",0,0,0,673,"7,284","1,362",675,511,21,17,0,"1,224",,
29/02/2020,69322403457,"China Everbright Bank Co., Ltd",2,0,762,0,"1,480",0,666,82,0,0,0,0,0,0,748,0,0,0,90,"1,380",0,1,0,0,0,0,1,,
29/02/2020,96609857383,"China Merchants Bank Co., Ltd",3,0,574,0,874,0,188,92,0,0,0,0,0,0,280,0,0,0,70,581,0,3,1,0,0,0,4,,
29/02/2020,34072814058,"Citibank, N.A.","1,156",0,"5,742",1,"23,406",0,"3,976","1,551",0,0,0,0,0,0,"5,527",290,1,"1,936",0,0,749,"5,713","4,196",3,0,0,"9,912",,
29/02/2020,88004325080,Citigroup Pty Limited,130,0,"1,313",0,"21,264","2,828",624,4,0,"4,336","2,619","4,689","1,329",0,"13,601",4,0,"3,241",0,0,"1,251","1,467",248,0,"5,949",65,"7,729",,
29/02/2020,88087649910,Coastline Credit Union Limited,30,0,72,0,585,0,43,2,0,323,84,2,26,0,479,,0,,,0,0,45,83,7,390,17,540,,
29/02/2020,48123123124,Commonwealth Bank of Australia,"7,376","23,600","61,178",30,"882,642","107,164","131,303","14,451","21,797","290,453","156,871","10,002","16,705",942,"642,523","53,409",30,"2,449","29,872","50,876","124,502","118,499","95,881","32,353","264,294","5,366","516,393",,
29/02/2020,80087649938,Community First Credit Union Limited,96,0,137,0,"1,105",0,4,0,0,596,182,25,51,0,856,,0,,,0,0,102,47,0,842,9,"1,000",,
29/02/2020,70003917655,Cooperatieve Rabobank U.A.,204,0,526,0,"14,045",0,"4,960",0,0,0,0,0,0,120,"5,081",0,0,20,"1,251","3,665","4,718",16,426,0,0,0,443,,
29/02/2020,17061700712,Credit Suisse AG,215,0,880,0,"8,086",0,"3,149","1,339",0,122,52,0,908,10,"5,581",186,0,93,0,"7,393","1,754","1,650",464,0,294,0,"2,409",,
29/02/2020,44087650959,Credit Union Australia Ltd,321,0,"2,066",0,"18,273","3,924",100,0,0,"10,429","2,610",35,450,0,"13,624",,0,,,412,"1,132",403,"1,171",153,"9,724",2,"11,453",,
29/02/2020,36087651232,Credit Union SA Ltd,33,0,145,0,"1,164",121,6,0,0,769,171,11,24,0,980,,0,,,0,0,58,39,0,932,15,"1,043",,
29/02/2020,95087822455,Cuscal Limited,789,0,"1,166",0,"2,094",0,0,5,0,0,0,0,0,0,5,,0,,,95,0,125,"1,277",0,0,0,"1,403",,
29/02/2020,46601105373,DBS Bank Ltd,150,0,"1,630",0,"7,332",0,"5,279",150,0,0,0,0,0,0,"5,429",0,0,0,"3,482","3,855","1,700",47,231,0,0,0,278,,
29/02/2020,57087651385,Defence Bank Limited,79,0,308,0,"3,083",731,1,0,0,"1,847",254,11,126,0,"2,239",0,0,0,228,228,2,219,183,14,"1,455",41,"1,912",,
29/02/2020,13064165162,Deutsche Bank Aktiengesellschaft,583,768,"4,683",0,"13,972",0,"1,079","1,346",0,0,0,0,0,0,"2,425","2,848",0,991,472,472,556,3,6,0,0,0,9,,
29/02/2020,60606234879,"E.SUN Commercial Bank, Ltd.",29,0,771,0,"1,822",0,908,100,0,0,0,0,0,0,"1,008",0,0,0,124,575,0,25,0,0,20,0,45,,
29/02/2020,35087650039,EECU Limited,19,0,37,0,361,2,5,0,0,193,98,1,4,0,302,,0,,,0,3,68,19,7,240,0,335,,
29/02/2020,15126292608,First Commercial Bank,11,0,251,0,"2,028",0,"1,739",31,0,0,0,0,0,0,"1,770",0,0,0,387,"1,021",0,73,0,0,6,0,79,,
29/02/2020,95087650735,First Option Bank Ltd,37,0,21,0,234,0,4,0,0,125,40,2,6,0,176,,0,,,0,0,36,0,0,180,0,216,,
